batch_id,paper_id,title,authors,year,year_basis,venue,publication_status,paper_type,citation_count,doi_or_identifier,open_source,open_source_notes,task_domain,primary_problem,long_horizon,language_conditioned,human_robot_interaction,uses_world_model,world_model_family,world_model_detail,predictive_space,prediction_target,action_conditioned,video_prediction,uses_planning,planning_method,planning_representation,planning_horizon,horizon_basis,hierarchical_planning,replanning_online,planning_role,learning_type,policy_type,pretraining,observation_modality,goal_representation,action_space,benchmark,robot_platform,simulation,real_robot,main_contribution,novelty,limitations,future_work,evidence_world_model,evidence_planning,evidence_horizon,confidence,review_flags,source_document
batch_11,B11-004,Surfer: Progressive Reasoning with World Models for Robotic Manipulation,Pengzhen Ren; Kaidong Zhang; Zixuan Li; Hetao Zheng; Yuhang Wen; Fengda Zhu; Mas Ma; Xiaodan Liang,2023,First public appearance: arXiv:2306.11335 in Jun 2023; supplied revision v4 dated 20 Mar 2024,arXiv,Preprint,Method,,arXiv:2306.11335,Unknown,No public code repository was identified in the supplied manuscript.,Language-Guided Manipulation; Embodied AI,World Modeling; Policy Learning; Multimodal Reasoning; Benchmarking,No,Yes,No,Yes,Transformer,"Transformer action and scene heads jointly predict the next robot action and the latent feature of the next visual frame from image history, robot state, language, and predicted action.",Latent / Observation,Next action and next-frame visual feature,Yes — the scene predictor is conditioned on the predicted robot action,No — predicts a single next-frame feature rather than a video rollout,No,None — direct action prediction with auxiliary next-scene supervision,N/A,None,SeaWave's four levels increase linguistic and visual reasoning difficulty rather than temporal task length.,No,Yes — the next action is regenerated from recent image and state history,Local Controller,Imitation Learning; Auxiliary Latent Scene Prediction,Language-Conditioned Transformer Manipulation Policy,Yes — pretrained CLIP vision and text encoders,RGB history; robot state; natural-language instruction,Natural-language instruction,Continuous 7D end-effector and gripper delta action,"SeaWave: eight skills, 139 object categories, four progressive-reasoning levels, and 3.4K instructions",MuJoCo simulated single-arm manipulator,Yes,No,Jointly models action execution and resulting visual-scene change to improve language-grounded manipulation generalization.,"Introduces the physically executed SeaWave benchmark with automated scene, instruction, and demonstration generation alongside the action-and-scene predictive model.","Evaluation is simulation-only, uses a single arm and rigid objects, and lacks force sensing and deformable-object manipulation.","Extend to dual-arm manipulation, soft objects, force sensing, and richer multimodal inputs.",The scene head predicts the next latent visual state conditioned on image history and the predicted action.,"The world-model loss regularizes a direct action predictor; there is no search, model rollout, or candidate-plan scoring.","The benchmark tests progressively harder instructions for individual skills, not multi-stage long-horizon manipulation.",High,"Strict one-step latent world model, but exclude from explicit-planner counts and do not treat SeaWave reasoning levels as temporal horizon.",Surfer_ Progressive Reasoning with World Models for Robotic Manipulation.txt
batch_11,B11-005,Subspace-Decomposed JEPAs: Disentangling Progression and Content in Latent World Models,Lucas Thil; Jesse Read; Rim Kaddah; Guillaume Doquet,2026,First public appearance: arXiv:2605.31111 on 29 May 2026,arXiv,Preprint,Method,,arXiv:2605.31111,Yes,Code is publicly released at the SD-JEPA repository.,General Control; Manipulation; Navigation; Representation Learning,World Modeling; Planning; Interpretable Latent Representation,No,No,No,Yes,JEPA,"Extends LEWM by splitting its learned latent into orthogonal progression and content subspaces, with temporal triplet ordering on progression and SIGReg anti-collapse on content.",Latent,Next latent state,Yes,No,Yes,MPC; Cross-Entropy Method,Decomposed JEPA latent with content and progression costs,Medium,"CEM plans five frame-skipped actions with frame-skip five, corresponding to 25 environment steps, and replans throughout a 50-step evaluation.",No,Yes,Full End-to-End Planner,Self-Supervised Latent World-Model Learning; Temporal Contrastive Learning,None — actions are selected by CEM-MPC,No external foundation-model pretraining; inherits the end-to-end LEWM encoder-predictor architecture,Pixel observations; actions; benchmark-specific state information,Goal observation encoded in latent space,Benchmark-specific continuous control actions,Two-Room; Reacher; Push-T; OGBench-Cube,Simulation-only benchmark agents,Yes,No,Separates task progression from content in a JEPA latent and demonstrates that the progression subspace improves planning and provides an interpretable phase coordinate.,"Uses disjoint anti-collapse objectives on orthogonal subspaces and exposes a signed angular progression signal that tracks progress, regression, and semantic perturbations.","The optimal progression dimension is environment-specific, planning gains are task-dependent, cosine geometry is hand selected, and the orthogonal decomposition is fixed rather than learned.","Learn the orthogonal decomposition, explore alternative metrics and progression readouts, and investigate broader geometric diagnostics and planning costs.",An action-conditioned predictor forecasts the next JEPA latent from observation history and actions.,"CEM samples and scores action sequences using predicted latent distance to the goal, with online receding-horizon replanning.",The explicit horizon is 25 environment steps; the benchmark tasks are local control rather than task-level long-horizon manipulation.,High,Core JEPA world-model and planning paper. Classify planning_horizon as Medium while long_horizon remains No.,Subspace-Decomposed JEPAs_ Disentangling Progression and Content in Latent World Models.txt
batch_12,B12-001,World4RL: Diffusion World Models for Policy Refinement with Reinforcement Learning for Robotic Manipulation,Zhennan Jiang; Kai Liu; Yuxin Qin; Shuai Tian; Yupeng Zheng; Mingcai Zhou; Chao Yu; Haoran Li; Dongbin Zhao,2025,First public appearance: arXiv:2509.19080 in Sep 2025; supplied revision v2 dated 19 Mar 2026,arXiv,Preprint,Method,,arXiv:2509.19080,Unknown,No public code or model repository was identified in the supplied manuscript.,Manipulation; World-Model-Based Reinforcement Learning,World Modeling; Policy Refinement; Reinforcement Learning,No,No,No,Yes,Diffusion,"A diffusion transition model predicts future RGB observations from a four-frame action-conditioned history, while a binary reward classifier scores imagined outcomes for PPO policy refinement.",Pixel / Observation,Future RGB observations and sparse success reward,Yes,Yes,No,None — PPO policy optimization inside frozen imagined rollouts rather than test-time action search,N/A,None,"The world model can autoregressively generate 50-step task trajectories, but no explicit planner optimizes a candidate action sequence at deployment.",No,"Yes — the refined policy acts closed loop, but there is no explicit replanning algorithm",Local Controller,Behavior Cloning; World-Model Pretraining; Proximal Policy Optimization,Stochastic Gaussian RL Policy,"Yes — policy imitation learning, diffusion dynamics pretraining, and reward-classifier training precede imagined PPO refinement",RGB observations,Task-specific sparse success reward,Continuous robot actions represented with two-hot encoding inside the world model,"Six Meta-World tasks and six custom real-world tasks: open/close drawer, pick bread in/out, pick apple, and press button",Meta-World simulated manipulators; Franka Emika Panda,Yes,Yes,Uses a high-fidelity diffusion world model as a frozen simulator for refining imitation-learned manipulation policies entirely through imagined PPO rollouts.,Introduces lossless two-hot continuous-action conditioning and demonstrates offline policy improvement without additional real or simulated environment interaction.,"The current visual resolution and model capacity are moderate because of compute constraints, limiting imagined-rollout fidelity; policy learning can also exploit or suffer from imperfect learned dynamics.",Increase visual detail and generative capacity and develop reinforcement-learning algorithms that remain robust under imperfect world-model dynamics.,"The diffusion transition model predicts subsequent observations conditioned on observation and action history, and the reward classifier evaluates imagined states.",The paper explicitly contrasts its end-to-end imagined policy optimization with world-model-based test-time planning.,"The evaluated tasks are individual manipulation skills with 50-step trajectories, not task-level long-horizon plans.",High,Core diffusion world-model and policy-improvement paper; exclude from explicit-planner counts.,World4RL_ Diffusion World Models for Policy Refinement with Reinforcement Learning for Robotic Manipulation.txt
batch_12,B12-002,What Drives Success in Physical Planning with Joint-Embedding Predictive World Models?,Basile Terver; Tsung-Yen Yang; Jean Ponce; Adrien Bardes; Yann LeCun,2025,First public appearance: arXiv:2512.24497 in Dec 2025; published in TMLR in May 2026,Transactions on Machine Learning Research,Peer-reviewed journal article,Method,,arXiv:2512.24497; OpenReview cHZn5Gdh8e,Yes,"Code, datasets, and checkpoints are released at the JEPA-WMs repository.",General Physical Planning; Manipulation; Navigation,World Modeling; Planning; JEPA Design Study,No,No,No,Yes,JEPA,"Action-conditioned JEPA world models combine a frozen visual encoder, optional proprioceptive encoder, action encoder, and an AdaLN transformer predictor trained with multistep latent rollout losses.",Latent,Future visual and optional proprioceptive embeddings,Yes,No,Yes,MPC; Cross-Entropy Method; trajectory-optimizer comparison,Latent goal distance with optional proprioceptive cost,Medium,Planning spans 3–30 environment steps depending on the benchmark: H=3–6 with frame-skip 1 or 5; the best optimizer is CEM.,No,Yes,Full End-to-End Planner,Self-Supervised Latent World-Model Learning,None — actions are optimized at test time,"Yes — frozen DINOv2, DINOv3, V-JEPA, or V-JEPA-2 visual encoders are studied",RGB; proprioception; actions,Goal image encoded in latent space,Continuous benchmark-specific controls,PointMaze; Wall; Push-T; Meta-World; RoboCasa; DROID,Simulated navigation/manipulation agents; RoboCasa Franka; offline DROID real-robot data,Yes,No,"Systematically identifies the architecture, training, representation, and optimizer choices that drive successful planning with pretrained-encoder JEPA world models.","Provides a unified JEPA-WM recipe and finds that proprioception, multistep rollout training, task-appropriate context, AdaLN conditioning, and CEM materially improve planning.","Deterministic MSE predictors model the conditional mean of multimodal futures, reward-free goal-distance planning cannot directly optimize cumulative reward, and real-data experiments reveal camera and action-calibration errors.","Develop stochastic JEPA dynamics, such as latent-variable or latent-diffusion predictors, and integrate reward models where cumulative reward is required.","The predictor autoregressively forecasts future embeddings from encoded observations, proprioception, and candidate actions.","CEM, NeverGrad, Adam, and gradient descent are compared for optimizing action sequences through latent model rollouts; CEM is recommended.","The largest normalized horizon is six actions with frame-skip five, equivalent to 30 environment steps, so planning_horizon is Medium.",High,"Core JEPA planning and design-study paper. Real-world robot data are used, but no physical robot deployment is reported.",What Drives Successs in Physical Planning with Joint-Embedding Predictive Architecture.txt
batch_12,B12-003,"WEAVER, Better, Faster, Longer: An Effective World Model for Robotic Manipulation",Arnav Kumar Jain; Yilin Wu; Jesse Farebrother; Gokul Swamy; Andrea Bajcsy,2026,First public appearance: arXiv:2606.13672 in Jun 2026; supplied revision v2 dated 16 Jun 2026,arXiv,Preprint,Method,,arXiv:2606.13672,Yes,"Code, models, and videos are released through the WEAVER project page.",Long-Horizon Manipulation; Robot World Simulation,World Modeling; Policy Evaluation; Policy Improvement; Test-Time Planning,Yes,Yes,No,Yes,Hybrid,"A multi-view latent flow-matching world model combines diffusion forcing, pretrained encoders and decoders, sparse long-term memory, recent history, and latent reward and critic heads.",Latent,"Future multi-view visual and proprioceptive latents, rewards, and values",Yes,Yes — predicted latents can be decoded into future multi-view observations,Yes,Best-of-N Test-Time Planning; Policy Rollout,Latent predicted advantage from reward and critic heads,Medium,Test-time steering samples four action chunks and imagines h=12 steps; the authors characterize this as short-horizon single-chunk planning constrained by latency.,No,Yes,Local Controller,Flow-Matching World-Model Learning; Reward and Value Learning; Synthetic-Data Policy Fine-Tuning,π0.5 Vision-Language-Action Policy with Best-of-N Steering or Synthetic-Data Fine-Tuning,Yes — pretrained on DROID with pretrained encoder/decoder components and the π0.5 foundation policy,Language; wrist and external RGB views; proprioception; temporal memory,Natural-language instruction scored by learned reward and value heads,Continuous future action chunks,"DROID validation and five real tasks: Stack Bowls, PnP Bag, PnP Marker, PnP Towel, and Pour Beans",Franka Emika Panda with external Zed 2i and wrist Zed Mini cameras,No,Yes,"Builds a robot world model that simultaneously supports accurate long-horizon evaluation, synthetic-data policy improvement, and low-latency test-time planning.","Combines latent future prediction, flow matching, diffusion forcing, multi-view memory, pretrained decoding, and latent reward/value verification in one efficient system.","Partial observability, deformable and dynamic contact interactions, limited embodiment and data coverage, noisy reward supervision, and generation latency still restrict planning to one action chunk.","Use richer sensing such as depth and touch, add physics priors, improve memory under occlusion, accelerate generation for longer lookahead, diversify embodiments, and improve reward supervision.","WEAVER predicts action-conditioned future latent sequences, decodable observations, and instruction-conditioned rewards and values.","At test time, it samples four action chunks, imagines each outcome, scores predicted advantage, and executes the best candidate.","The world model evaluates rollouts lasting up to 40 seconds, while explicit test-time planning uses a single 12-step action chunk.",High,Core long-horizon world model with explicit test-time planning; task horizon is Long while numeric planning_horizon is Medium.,"WEAVER, Better, Faster, Longer_ An Effective World Model for Robotic Manipulation.txt"
batch_12,B12-004,VoxPoser: Composable 3D Value Maps for Robotic Manipulation with Language Models,Wenlong Huang; Chen Wang; Ruohan Zhang; Yunzhu Li; Jiajun Wu; Li Fei-Fei,2023,First public appearance: arXiv:2307.05973 in Jul 2023; published at CoRL 2023,Conference on Robot Learning (CoRL),Peer-reviewed conference article,Method,,arXiv:2307.05973,Yes,Code and videos are publicly released through the VoxPoser project.,Language-Guided Manipulation; Open-World Robot Planning,Planning; 3D Value Maps; Language Grounding; Optional Dynamics Learning,Yes,Yes,Yes — supports free-form instructions and corrective language feedback,Yes,Latent Dynamics,"Most zero-shot tasks use known or heuristic models, while contact-rich tasks learn a task-specific MLP next-state dynamics model from online transitions guided by an LLM-generated trajectory prior.",State / 3D Point Cloud,Next task-relevant object or scene state,Yes,No,Yes,Hierarchical Language Planner; MPC; Zeroth-Order Trajectory Optimization,"Composable 3D voxel affordance, avoidance, rotation, velocity, and gripper maps",Long,"An LLM decomposes arbitrarily long instructions into task phases, while the low-level controller replans dense 6-DoF trajectories at 5 Hz.",Yes,Yes,Full End-to-End Planner,Zero-Shot Foundation-Model Prompting; Optional Online Dynamics Learning,None — model-based trajectory optimizer,Yes — pretrained LLM and VLM components,Natural language; dual RGB-D cameras; 3D voxel and point-cloud representations,Free-form language converted into 3D value-map objectives,Continuous 6-DoF end-effector waypoints with gripper and velocity parameters,"Five real-world everyday tasks; 13 simulated task families with 2,766 instructions; contact-rich door, window, and refrigerator tasks",Franka Emika Panda,Yes,Yes,Uses LLM-generated code and VLM perception to compose dense 3D value maps that directly serve as objectives for closed-loop robot trajectory optimization.,"Grounds open-world language affordances and constraints spatially instead of selecting a fixed skill primitive, while using synthesized trajectories as efficient priors for dynamics learning.","Depends on external perception modules and manual prompt engineering, lacks a general-purpose contact dynamics model, and optimizes only end-effector rather than whole-arm trajectories.","Use multimodal LLMs for direct grounding, reduce prompt engineering through alignment methods, learn more general dynamics, and develop stronger whole-arm trajectory optimizers.","For contact-rich tasks, an action-conditioned MLP predicts the next observation and is learned online from transitions collected around a zero-shot trajectory prior.","LLMs decompose instructions, compose value-map costs, and a closed-loop MPC optimizer repeatedly samples and scores trajectories.","The framework supports task-level decomposition and multi-step programs, while each low-level trajectory is replanned continuously.",High,"World-model use is optional and task-specific: most zero-shot experiments use known or heuristic dynamics, but the paper includes an evaluated learned predictive model.",VoxPoser_ Composable 3D Value Maps for Robotic Manipulation with Language Models.txt
batch_12,B12-005,VLMPC: Vision-Language Model Predictive Control for Robotic Manipulation,Wentao Zhao; Jiaming Chen; Ziyu Meng; Donghui Mao; Ran Song; Wei Zhang,2024,Published at Robotics: Science and Systems 2024,Robotics: Science and Systems (RSS),Peer-reviewed conference article,Method,,RSS 2024,Yes,Code is publicly released at the VLMPC repository.,Language-Guided Manipulation; Vision-Based Model Predictive Control,World Modeling; Planning; Vision-Language Reasoning,Yes,Yes — also accepts a goal image,No,Yes,Video Prediction,DMVFN-Act is a lightweight action-conditioned video predictor that autoregressively generates future RGB frames for VLM-guided candidate action sequences.,Pixel / Observation,Future RGB frames under candidate action sequences,Yes,Yes,Yes,MPC; VLM-Guided Conditional Action Sampling,Predicted videos scored by pixel-level and VLM knowledge-level costs,Short,"Each receding-horizon iteration predicts a finite T-action sequence, executes only the first action, and repeats; the main paper does not report a normalized numeric T.",Yes — VLM-derived subgoals and interference objects guide a lower-level video MPC loop,Yes,Full End-to-End Planner,Supervised Action-Conditioned Video Prediction; Foundation-Model Prompting,None — sampling-based MPC,Yes — GPT-4V and Qwen-VL plus DMVFN-Act pretraining on three Open X-Embodiment subsets,Monocular RGB; goal image or natural-language instruction; recent executed actions,Goal image or natural-language instruction decomposed into visual subgoals,"Continuous 7D translation, rotation, and gripper actions",RoboDesk seven-task VP2 benchmark; Language Table move-to-area across 50 environments; four real-world tasks,Simulated Franka Panda; real UR5 robot,Yes,Yes,Integrates VLM-guided action sampling and semantic video scoring with action-conditioned visual MPC for open-set robotic manipulation.,Uses VLMs both to bias candidate trajectories toward semantic subgoals and to evaluate predicted futures beyond pixel similarity.,"Predicted videos can be inconsistent with their conditioning actions, VLM calls add substantial computation, and sparse semantic evaluation can fail in tightly constrained motion spaces.",Develop more reliable action-conditioned video prediction and a more efficient method for integrating large VLMs into every MPC step.,DMVFN-Act autoregressively predicts future observations frame by frame from past images and candidate actions.,"VLMPC samples candidate action sequences, predicts their videos, scores them with hierarchical costs, and executes the first action of the best sequence.","Real tasks such as putting a banana in a bowl and wiping water require multiple subgoals and can run for several minutes, while each explicit MPC rollout is short.",High,"Core pixel-space world-model planner. Task horizon is Long, but numeric MPC horizon is classified Short because T is not reported in the main paper.",VLMPC_ Vision-Language Model Predictive Control for Robotic Manipulation.txt
batch_13,B13-001,World Value Models for Robotic Manipulation,Zhihao Wang; Jianxiong Li; Yu Cui; Yuan Gao; Xianyuan Zhan; Junzhi Yu; Xiao Ma,2026,First public appearance: arXiv:2606.24742 on 23 Jun 2026; manuscript dated 24 Jun 2026,arXiv,Preprint,Method,,arXiv:2606.24742,Unknown,"A project page is listed and the authors state that WVM and Suboptimal-Value-Bench will be released, but a public repository was not confirmed in the supplied manuscript.",Manipulation; Generalist Value Modeling; Policy Improvement,World Modeling; Value Estimation; Mixed-Quality Data Learning; Benchmarking,No,Yes,No,Yes,Hybrid,A pretrained Wan2.2 video world-model stream is coupled to a lightweight value DiT through asymmetric Mixture-of-Transformers attention; both future-video latents and distributional value chunks are trained with flow matching.,Hybrid Latent / Value,Future video latents and a temporally dense task-progress value chunk,No — conditioned on video history and language rather than robot actions,Yes — future video latents are co-trained as a world-modeling objective,No,None — value estimation guides offline data filtering and advantage-weighted policy learning,N/A,None,The model predicts progress over video chunks but does not optimize candidate action sequences; current downstream tasks are pick-and-place skills.,No,No — WVM is used as an offline value estimator for policy-learning data,None,Video and Value Flow Matching; Distributional Value Learning; Offline Policy Improvement,Generalist Value Model used with AWR and Filtered Behavioral Cloning,Yes — initialized from the Wan2.2-TI2V-5B video world model,Video clips; natural-language task instruction,Natural-language instruction and normalized task-progress labels,N/A — the model predicts values rather than actions,"Suboptimal-Value-Bench; Expert-VOC on OXE, RoboCOIN, EgoDex, AgileX, ARX, and RoboSuite; downstream RoboSuite and AgileX policy learning",Franka in RoboSuite; AgileX dual-arm; ARX and additional embodiments in value-model evaluation,Yes,Yes,Repurposes a pretrained video world model as a generalist robotic value estimator and introduces an 800-trajectory benchmark with dense human annotations for hesitation and retry behavior.,Models value as a distributional temporal chunk with flow matching and couples a value DiT to a video DiT without allowing value tokens to interfere with the video stream.,"Training scale is constrained by computation, limiting zero-shot transfer to unseen tasks and scenes; Suboptimal-Value-Bench is concentrated on pick-and-place behavior.",Scale the training mixture and expand evaluation toward more dexterous and genuinely long-horizon manipulation.,The retained video stream predicts future video latents from the current clip while the value stream extracts temporally grounded progress signals from the same predictive features.,WVM ranks or weights offline data for AWR and filtered behavioral cloning; it does not roll out candidate robot actions or execute MPC.,"The evaluated downstream tasks are individual pick-and-place skills, and the paper explicitly identifies long-horizon manipulation as future benchmark expansion.",High,"Core world-model-derived value method. Count as a strict predictive world model because future video prediction remains an explicit co-training objective, but exclude from planner and action-conditioned-world-model counts.",World Value Models for Robotic Manipulation.txt
batch_13,B13-002,World models and predictive coding for cognitive and developmental robotics: frontiers and challenges,Tadahiro Taniguchi; Shingo Murata; Masahiro Suzuki; Dimitri Ognibene; Pablo Lanillos; Emre Ugur; Lorenzo Jamone; Tomoaki Nakamura; Alejandra Ciria; Bruno Lara; Giovanni Pezzulo,2023,Published online 26 Jun 2023,Advanced Robotics,Peer-reviewed survey article,Survey,,10.1080/01691864.2023.2225232,Unknown,"The article is open access, but no companion software repository is associated with the survey.",Cognitive Robotics; Developmental Robotics; General Robotics,Survey; World Models; Predictive Coding; Active Inference; Lifelong Learning,"N/A — extended planning, continual development, and lifelong learning are reviewed",N/A — language and symbol formation are discussed as research frontiers,N/A — social interaction and human-robot collaboration are central reviewed topics,N/A — multiple learned and cognitive world-model paradigms are reviewed,"N/A — latent state-space, predictive-coding, active-inference, neuro-symbolic, and cognitive architectures","Connects AI world models with predictive coding, the free-energy principle, and active inference from a robot-centered sensorimotor perspective.",N/A,N/A,N/A,N/A,"N/A — latent planning, active inference, model-based RL, and goal recognition are reviewed",N/A,"Belief, latent, symbolic, sensorimotor, and cognitive representations",N/A,The survey discusses extended expected-free-energy planning and lifelong development rather than one implemented planner.,N/A,N/A,N/A,N/A,N/A,N/A,"Multiple sensorimotor, bodily, social, language, and interoceptive modalities","Multiple, including reward, preferences, expected free energy, symbols, and social goals",Multiple,"Multiple cognitive, developmental, neurorobotic, active-inference, affordance, and HRI studies",Multiple,Both / Survey,Both / Survey,"Clarifies the relationship among world models, predictive coding, the free-energy principle, and active inference for cognitive and developmental robotics.",Bridges modern AI world modeling and neuroscience-inspired predictive processing while organizing six major frontiers for embodied cognitive development.,"The reviewed field remains dominated by simulation or offline pretrained models, is data hungry, has limited scalable software support, and lacks robust online adaptation and integration across policy, body, social, and symbolic processes.","Advance latent representations for planning, neuro-symbolic prediction, affordance learning, social world models, brain-inspired models, cognitive architectures, scalable software, lifelong adaptation, and emergent embodied behavior.","World models are defined as internal predictive models of how external, bodily, and social states evolve and generate future sensory observations.",The survey links learned dynamics to model-based planning and active inference through expected-free-energy optimization over future action sequences.,"Continual learning, long-term development, extended planning, and adaptation to non-stationary environments are discussed as field-level goals.",High,"Foundational conceptual survey and peripheral to the manipulation-method corpus; retain for theory, active inference, lifelong learning, and social-world-model framing.",World models and predictive coding for cognitive and developmental robotics  frontiers and challenges.txt
batch_13,B13-003,World Model for Robot Learning: A Comprehensive Survey,Bohan Hou; Gen Li; Jindou Jia; Tuo An; Xinying Guo; Sicong Leng; Haoran Geng; Yanjie Ze; Tatsuya Harada; Philip Torr; Oier Mees; Marc Pollefeys; Zhuang Liu; Jiajun Wu; Pieter Abbeel; Jitendra Malik; Yilun Du; Jianfei Yang,2026,First public appearance: arXiv:2605.00080 on 30 Apr 2026,arXiv,Preprint,Survey,,arXiv:2605.00080,Yes,The authors maintain an Awesome World Model for Robotics Policy GitHub repository and a companion project website.,General Robotics; Manipulation; Navigation; Autonomous Driving,Survey; Robot World Models; Policy Learning; Simulation; Evaluation; Video Generation,"N/A — long-horizon prediction, policy learning, and planning are reviewed",N/A — language-conditioned policies and world models are extensively reviewed,N/A,"N/A — the survey reviews policy-coupled, simulator, latent, video, and structured world models","N/A — video generation, latent dynamics, JEPA, diffusion, unified VLA, MoE/MoT, and symbolic models","Defines robot world models functionally as predictive structures that support action generation, planning, simulation, evaluation, and data amplification.",N/A,N/A,N/A,N/A,"N/A — explicit MPC, rollout evaluation, simulator-based RL, and high-level planning are reviewed",N/A,"Multiple: pixels, video, latent state, structured state, symbolic relations, rewards, and values",N/A,The paper reviews short- and long-horizon prediction and control across many systems rather than reporting one planner.,N/A,N/A,N/A,N/A,N/A,N/A,"Multiple: RGB/video, language, proprioception, depth, tactile, force, and driving sensors",Multiple,Multiple,"Representative robot world-model datasets, training corpora, manipulation and navigation benchmarks, simulator suites, and evaluation protocols",Multiple,Both / Survey,Both / Survey,"Provides a policy-centric taxonomy of how robot world models couple to policies and serve as learned simulators, evaluators, planners, and video generators.","Unifies architectural and functional perspectives and distinguishes foresight, imagination-driven planning, and data amplification as central actionable capabilities.","The field lacks reliable action-conditioned causal consistency, efficient training and inference, multimodal physical sensing, integration with formal control and symbolic structure, and standardized function-aware evaluation.","Improve causal action conditioning, latent and efficient inference, tactile and force integration, hybrid learned and classical control, symbolic or object-centric abstraction, and metrics for action sensitivity, long-horizon consistency, executability, and control utility.","The survey centers on predictive models of future robot-environment evolution and distinguishes passive, controllable, latent, video, simulator, and symbolic formulations.","It reviews imagined-rollout candidate ranking, MPC, gradient-based planning, simulator-based policy refinement, and policy evaluation.","Long-horizon reliability and error accumulation are identified as central open challenges, especially for pixel-space world models.",High,Core final survey for the corpus. Its broad action definition includes language-conditioned futures; preserve the master dataset's stricter method-level action-conditioning annotation separately.,World Model for Robot Learning_ A Comprehensive Survey.txt
batch_14,B14-001,H-WM: Robotic Task and Motion Planning Guided by Hierarchical World Model,Jinbang Huang; Wenyuan Chen; Zhiyuan Li; Oscar Pang; Xiao Hu; Lingfeng Zhang; Yuanzhao Hu; Zhanguang Zhang; Mark Coates; Tongtong Cao; Xingyue Quan; Yingxue Zhang,2026,First public appearance: arXiv:2602.11291 in Feb 2026; supplied web version v2 dated 4 Mar 2026,arXiv,Preprint,Method,,arXiv:2602.11291,Unknown,No public implementation repository was identified on the paper page.,Long-Horizon Manipulation; Task and Motion Planning; Vision-Language-Action Control,Hierarchical World Modeling; Symbolic Planning; Visual Subgoal Prediction,Yes,Yes,No,Yes,Hybrid,"A fine-tuned LLM predicts structured logical actions and state transitions, while a latent visual world model predicts end-of-subtask visual goal features conditioned on the observation, joint state, logical action, and predicted logical state.",Hybrid: symbolic logic and latent visual state,Future logical actions and states; terminal visual subgoal embeddings,Yes,No — predicts one latent visual subgoal per symbolic subtask,Yes,Hierarchical; Learned Symbolic Search; Language Planner,Logical state-action trajectories plus latent visual subgoals,Long,"LIBERO-LoHo contains 5–7 logical steps, RoboCerebra reaches 20 steps, and the real-robot task contains eight steps.",Yes,Yes — logical actions and visual subgoals are generated at subtask boundaries and completion prediction advances the plan,High-Level Planner,LLM Fine-Tuning; Latent Visual Prediction; VLA Guidance,Hierarchically Guided VLA,"Yes — pretrained LLM, frozen visual encoder, and pretrained VLA policies",RGB; robot joint configuration; symbolic predicates; natural-language instruction,Logical goal state and predicted latent visual subgoals,Logical actions at the high level; continuous robot actions from the downstream VLA,LIBERO-10; LIBERO-LoHo; RoboCerebra; real eight-step table setup/cleaning task,Simulated LIBERO and RoboCerebra manipulators; UR5e with RealSense camera,Yes,Yes,Jointly predicts symbolic and visual state transitions to provide synchronized bilevel guidance for VLA execution on extended manipulation tasks.,Combines a learned logical world model that proposes and scores state-action trajectories with a visually grounded latent subgoal model invoked once per subtask.,"Requires logically synchronized annotations, predicate classifiers, and manual screening; symbolic abstractions and subtask boundaries remain task-engineered, and the system is evaluated on a limited real-world setup.","Reduce dependence on manually aligned symbolic annotations, improve open-world state estimation, and broaden real-world deployment and task diversity.",The logical module predicts structured state transitions and the visual module predicts the perceptual latent corresponding to the resulting symbolic state.,The logical world model proposes candidate logical actions and predicted transitions and scores partial trajectories for consistency and goal alignment.,The paper explicitly evaluates five- to twenty-step long-horizon tasks and an eight-step physical task.,High,Closest overall match to the proposed research direction. It is hierarchical but sequence/subtask based rather than a recursive graph-of-graphs model.,https://arxiv.org/html/2602.11291
